,tmp0,tmp1,hPa,hum,pp
1813,31.07,23.06,1017.0,0.99,2430.0
1814,9.21,7.06,919.0,0.28,0.0
1815,25.81,31.77,963.0,0.59,0.0
1816,38.58,46.89,1044.0,0.89,0.0
1817,43.09,45.6,996.0,0.15,0.0
1818,36.64,43.62,940.0,0.8,0.0
1819,17.22,16.34,1040.0,0.1,0.0
1820,33.51,25.98,1046.0,0.14,0.0
1821,2.27,1.9,1078.0,0.08,0.0
1822,35.59,27.12,1039.0,0.04,0.0
1823,21.71,22.8,978.0,0.7,0.0
1824,1.96,2.34,1080.0,0.91,0.0
1825,24.99,29.27,967.0,0.03,0.0
1826,1.34,1.02,1108.0,0.08,0.0
1827,34.13,34.91,1015.0,0.52,0.0
1828,11.24,14.08,932.0,0.38,0.0
1829,3.62,2.78,1103.0,0.51,0.0
1830,34.21,36.95,936.0,0.89,0.0
1831,16.98,21.44,1027.0,0.83,0.0
1832,39.73,40.58,923.0,0.55,0.0
1833,10.39,9.97,1046.0,0.75,0.0
1834,41.93,39.07,1057.0,0.85,0.0
1835,17.14,20.77,1023.0,0.56,0.0
1836,12.3,15.22,924.0,0.74,0.0
1837,2.95,3.14,1086.0,0.99,3494.0
1838,9.93,12.86,1042.0,0.61,0.0
1839,4.15,3.77,1030.0,0.43,0.0
1840,0.23,0.18,1111.0,0.08,0.0
1841,30.27,38.79,1002.0,0.6,0.0
1842,1.45,1.81,969.0,0.53,0.0
1843,39.49,32.75,1007.0,0.71,0.0
1844,38.44,35.12,1111.0,0.84,0.0
1845,10.84,14.09,991.0,0.74,0.0
1846,37.17,42.26,995.0,0.72,0.0
1847,43.03,53.32,926.0,0.01,0.0
1848,32.72,32.5,1100.0,0.34,0.0
1849,42.8,35.75,1074.0,0.59,0.0
1850,40.27,49.04,1017.0,0.4,0.0
1851,15.75,12.7,1044.0,0.88,981.0
1852,40.59,37.27,938.0,0.51,0.0
1853,9.33,9.94,1112.0,0.23,0.0
1854,11.88,10.99,1018.0,0.66,0.0
1855,2.44,2.09,1110.0,0.16,0.0
1856,36.64,43.03,1020.0,0.49,0.0
1857,28.9,29.86,1098.0,0.07,0.0
1858,23.11,28.56,1110.0,0.51,0.0
1859,35.04,45.22,990.0,0.13,0.0
1860,37.54,39.41,1084.0,0.6,0.0
1861,5.19,6.64,993.0,0.75,0.0
1862,10.8,14.02,1085.0,0.12,0.0
1863,32.05,30.0,1073.0,0.04,0.0
1864,20.05,22.06,1110.0,0.88,0.0
1865,27.68,21.56,1078.0,0.76,0.0
1866,9.24,11.87,990.0,0.5,0.0
1867,2.81,3.29,1042.0,0.21,0.0
1868,7.86,9.75,1048.0,0.98,0.0
1869,0.17,0.21,1092.0,0.98,3634.0
1870,10.65,13.39,979.0,0.1,0.0
1871,33.89,41.1,1027.0,0.26,0.0
1872,28.75,37.1,983.0,0.0,0.0
1873,30.62,34.29,986.0,0.98,145.0
1874,10.1,7.36,1069.0,0.11,0.0
1875,39.73,43.41,1092.0,0.89,0.0
1876,2.34,2.41,983.0,0.03,0.0
1877,13.47,12.15,984.0,0.98,1082.0
1878,24.84,31.76,939.0,0.6,0.0
1879,29.72,32.37,937.0,0.28,0.0
1880,33.2,36.23,1039.0,0.06,0.0
1881,14.7,15.85,1049.0,0.41,0.0
1882,12.07,15.65,1010.0,0.04,0.0
1883,7.95,9.22,1056.0,0.69,0.0
1884,28.61,33.15,1009.0,0.92,0.0
1885,6.21,7.58,1109.0,0.41,0.0
1886,30.12,38.42,1019.0,0.26,0.0
1887,30.59,27.19,1113.0,0.69,0.0
1888,12.79,13.41,972.0,0.01,0.0
1889,39.37,50.89,1064.0,0.75,0.0
1890,9.41,7.58,1094.0,0.02,0.0
1891,34.85,26.13,974.0,0.17,0.0
1892,35.73,25.29,1068.0,0.36,0.0
1893,25.47,29.28,992.0,0.75,0.0
1894,41.66,46.27,963.0,0.17,0.0
1895,1.15,1.31,937.0,0.59,0.0
1896,3.09,2.4,913.0,0.51,0.0
1897,9.95,9.5,1082.0,0.09,0.0
1898,44.63,42.99,1083.0,0.76,0.0
1899,5.81,4.39,1011.0,0.65,0.0
1900,45.26,36.87,1041.0,0.17,0.0
1901,30.65,29.45,1068.0,0.47,0.0
1902,27.0,30.6,930.0,0.82,0.0
1903,33.17,38.84,989.0,0.54,0.0
1904,25.99,27.82,964.0,0.56,0.0
1905,39.61,37.69,1084.0,0.8,0.0
1906,4.69,5.41,1076.0,0.2,0.0
1907,8.98,11.45,940.0,0.96,2126.0
1908,33.32,28.57,981.0,0.75,0.0
1909,23.88,25.9,997.0,0.35,0.0
1910,21.13,20.04,1037.0,0.62,0.0
1911,1.05,0.88,1048.0,0.61,0.0
1912,8.56,7.63,1000.0,0.14,0.0
1913,27.53,19.99,922.0,0.52,0.0
1914,23.98,22.82,986.0,0.3,0.0
1915,27.13,29.57,1051.0,0.81,0.0
1916,35.29,40.13,965.0,0.91,0.0
1917,21.13,24.69,1109.0,0.9,0.0
1918,23.43,24.59,1044.0,0.66,0.0
1919,41.39,43.88,984.0,0.51,0.0
1920,16.13,14.23,969.0,0.2,0.0
1921,5.0,3.67,1112.0,0.45,0.0
1922,24.23,23.44,928.0,0.97,2227.0
1923,1.0,0.79,962.0,0.04,0.0
1924,38.19,31.89,1075.0,0.06,0.0
1925,33.42,38.18,1071.0,0.78,0.0
1926,23.14,23.37,935.0,0.23,0.0
1927,38.13,47.26,1020.0,0.4,0.0
1928,11.26,13.79,1079.0,0.59,0.0
1929,45.34,40.2,965.0,0.97,1001.0
1930,44.58,43.8,1083.0,0.35,0.0
1931,27.79,33.52,954.0,0.16,0.0
1932,33.45,26.38,960.0,0.88,1818.0
1933,19.41,15.69,1067.0,0.53,0.0
1934,20.28,14.95,1035.0,0.98,695.0
1935,42.59,38.15,941.0,0.74,0.0
1936,32.91,30.77,1051.0,0.65,0.0
1937,33.07,32.74,990.0,0.3,0.0
1938,29.09,32.62,1050.0,0.56,0.0
1939,23.76,29.66,1050.0,1.0,0.0
1940,32.83,32.4,1050.0,0.09,0.0
1941,24.09,24.29,958.0,0.84,0.0
1942,10.99,12.61,943.0,0.83,0.0
1943,1.74,1.25,1047.0,0.68,0.0
1944,39.14,31.71,1073.0,0.86,19.0
1945,6.48,7.81,924.0,0.11,0.0
1946,36.1,36.51,1090.0,0.08,0.0
1947,27.6,34.37,1017.0,0.49,0.0
1948,29.92,28.67,1102.0,0.18,0.0
1949,6.56,6.98,1087.0,0.56,0.0
1950,3.96,3.71,930.0,0.96,3079.0
1951,40.02,49.17,1016.0,0.06,0.0
1952,30.39,25.13,1043.0,0.96,2109.0
1953,21.66,22.12,981.0,0.93,1310.0
1954,33.52,41.53,1001.0,0.64,0.0
1955,42.51,48.1,973.0,0.67,0.0
1956,18.74,14.68,932.0,0.71,0.0
1957,29.79,35.25,1030.0,0.24,0.0
1958,34.26,25.42,1086.0,0.84,3430.0
1959,12.51,9.46,1009.0,0.34,0.0
1960,27.67,32.63,1036.0,0.22,0.0
1961,12.33,11.64,923.0,0.39,0.0
1962,18.69,14.99,1063.0,0.69,0.0
1963,18.52,23.32,1092.0,0.35,0.0
1964,45.5,41.29,1024.0,0.55,0.0
1965,28.42,34.6,1036.0,0.24,0.0
1966,9.07,11.52,1017.0,0.27,0.0
1967,31.84,28.77,1042.0,0.77,0.0
1968,31.21,33.33,959.0,0.91,0.0
1969,27.5,28.51,972.0,0.92,0.0
1970,3.01,2.4,1026.0,0.35,0.0
1971,41.51,35.87,949.0,0.73,0.0
1972,31.46,31.69,1103.0,0.15,0.0
1973,0.19,0.14,991.0,0.62,0.0
1974,0.69,0.61,1087.0,0.36,0.0
1975,30.36,39.05,1085.0,0.68,0.0
1976,8.21,7.29,920.0,0.46,0.0
1977,41.56,51.84,1072.0,0.01,0.0
1978,10.42,7.71,1017.0,0.4,0.0
1979,43.38,43.69,1093.0,0.36,0.0
1980,37.41,36.1,1113.0,0.88,0.0
1981,44.33,46.3,1070.0,0.85,0.0
1982,27.97,31.64,985.0,0.72,0.0
1983,1.54,1.47,931.0,0.78,0.0
1984,13.15,14.53,1065.0,0.1,0.0
1985,23.88,24.51,958.0,0.74,0.0
1986,5.75,4.33,931.0,0.16,0.0
1987,7.45,8.61,963.0,0.39,0.0
1988,26.49,28.33,1038.0,0.04,0.0
1989,26.41,20.63,1063.0,0.84,2760.0
1990,6.55,6.25,1069.0,0.52,0.0
1991,15.09,10.73,1017.0,0.5,0.0
1992,11.4,10.45,995.0,0.12,0.0
1993,24.99,22.46,1112.0,0.06,0.0
1994,4.97,4.01,955.0,0.91,1009.0
1995,39.21,29.31,1109.0,0.12,0.0
1996,12.68,14.69,974.0,0.45,0.0
1997,3.44,3.06,1079.0,0.63,0.0
1998,17.12,20.81,1103.0,0.5,0.0
1999,23.67,17.15,927.0,0.19,0.0
2000,44.76,39.27,945.0,0.81,313.0
2001,21.36,20.13,978.0,0.23,0.0
2002,5.26,4.5,950.0,0.32,0.0
2003,30.09,26.04,960.0,0.16,0.0
2004,35.01,35.7,1067.0,0.69,0.0
2005,36.16,28.01,915.0,0.57,0.0
2006,18.05,22.43,1018.0,0.88,0.0
2007,0.04,0.05,1004.0,0.76,0.0
2008,21.2,23.86,1073.0,0.32,0.0
2009,21.99,19.17,913.0,0.16,0.0
2010,12.09,13.62,950.0,0.36,0.0
2011,9.55,11.99,986.0,0.35,0.0
2012,30.12,37.57,943.0,0.67,0.0
2013,10.75,8.47,1060.0,0.52,0.0
2014,27.08,25.49,1048.0,0.23,0.0
2015,2.1,2.57,1085.0,0.89,0.0
2016,13.31,12.54,989.0,0.27,0.0
2017,22.83,19.98,913.0,0.91,1056.0
2018,45.05,53.3,1102.0,0.17,0.0
2019,34.25,35.78,919.0,0.49,0.0
2020,1.07,1.29,1027.0,0.38,0.0
2021,31.05,32.53,1024.0,0.62,0.0
2022,27.83,34.87,1051.0,0.95,0.0
2023,9.26,10.33,994.0,0.99,940.0
2024,19.29,14.93,1030.0,0.81,1231.0
2025,43.17,48.1,945.0,0.5,0.0
2026,24.49,28.29,912.0,0.31,0.0
2027,34.28,30.35,936.0,0.88,2191.0
2028,14.52,18.43,923.0,0.33,0.0
2029,30.93,34.48,1087.0,0.02,0.0
2030,17.79,21.87,1106.0,0.74,0.0
2031,27.66,19.45,984.0,0.46,0.0
2032,40.54,40.91,950.0,0.92,2551.0
2033,44.0,34.53,960.0,0.63,0.0
2034,17.3,14.96,1071.0,0.3,0.0
2035,28.57,33.51,913.0,1.0,0.0
2036,11.0,8.13,985.0,0.78,0.0
2037,24.94,27.09,1069.0,0.15,0.0
2038,2.7,2.87,1098.0,0.42,0.0
2039,21.39,17.5,1027.0,0.73,0.0
2040,15.31,18.52,1076.0,0.31,0.0
2041,9.99,10.74,1022.0,0.78,0.0
2042,4.01,4.23,917.0,0.39,0.0
2043,29.84,29.02,969.0,0.09,0.0
2044,3.9,3.05,1091.0,0.68,0.0
2045,0.32,0.34,1040.0,0.98,1120.0
2046,14.49,17.66,935.0,0.06,0.0
2047,5.31,5.46,1072.0,0.21,0.0
2048,44.56,37.61,1068.0,0.05,0.0
2049,43.29,38.57,1029.0,0.61,0.0
2050,24.3,20.87,984.0,0.25,0.0
2051,24.38,26.22,988.0,0.49,0.0
2052,25.0,23.81,923.0,0.22,0.0
2053,35.96,35.13,1038.0,0.94,1851.0
2054,38.38,47.18,974.0,0.55,0.0
2055,26.97,34.16,996.0,0.02,0.0
2056,21.39,26.99,1082.0,0.09,0.0
2057,12.37,11.63,926.0,0.24,0.0
2058,38.7,36.52,932.0,0.18,0.0
2059,14.29,18.32,935.0,0.35,0.0
2060,17.85,17.86,1096.0,0.55,0.0
2061,37.65,26.9,1092.0,0.66,1974.0
2062,4.83,4.87,1065.0,0.22,0.0
2063,43.23,38.16,1018.0,0.85,46.0
2064,39.15,34.36,1102.0,0.93,1984.0
2065,26.42,27.77,975.0,0.78,0.0
2066,20.4,21.37,1088.0,0.57,0.0
2067,5.44,4.19,942.0,0.7,0.0
2068,14.88,15.84,946.0,0.17,0.0
2069,23.78,17.84,1109.0,0.63,0.0
2070,37.88,35.93,1075.0,0.19,0.0
2071,11.35,8.28,1052.0,0.98,2294.0
2072,35.67,36.78,1042.0,0.26,0.0
2073,0.21,0.26,1107.0,0.94,2386.0
2074,17.82,12.77,923.0,0.08,0.0
2075,11.81,8.97,1070.0,0.38,0.0
2076,28.72,34.49,956.0,0.0,0.0
2077,4.97,3.65,1019.0,0.43,0.0
2078,21.54,25.87,1065.0,0.7,0.0
2079,33.58,42.69,1093.0,0.67,0.0
2080,7.22,6.16,918.0,0.23,0.0
2081,7.49,7.49,934.0,0.22,0.0
2082,8.81,6.96,955.0,0.35,0.0
2083,9.88,8.89,1058.0,0.7,0.0
2084,5.79,6.07,974.0,0.39,0.0
2085,36.45,41.57,984.0,0.81,0.0
2086,24.95,25.43,1031.0,0.52,0.0
2087,19.68,19.82,1038.0,0.94,2438.0
2088,0.79,0.83,1054.0,0.66,0.0
2089,9.36,11.55,1002.0,0.13,0.0
2090,41.8,48.88,986.0,0.61,0.0
2091,42.44,38.92,1031.0,0.03,0.0
2092,5.87,7.16,995.0,0.94,2745.0
2093,10.11,10.02,974.0,0.98,2899.0
2094,27.01,24.29,1043.0,0.59,0.0
2095,13.91,10.37,1057.0,0.24,0.0
2096,25.38,30.77,1057.0,0.93,0.0
2097,38.58,43.89,920.0,0.42,0.0
2098,15.29,13.32,965.0,0.73,0.0
2099,15.6,14.75,1091.0,0.24,0.0
2100,8.27,7.85,1082.0,0.9,3065.0
2101,21.23,23.86,959.0,0.82,0.0
2102,16.19,15.05,1013.0,0.14,0.0
2103,0.4,0.33,1042.0,0.2,0.0
2104,13.22,15.62,927.0,0.42,0.0
2105,36.26,40.32,1059.0,0.92,0.0
2106,42.03,46.95,1016.0,0.67,0.0
2107,0.33,0.26,1014.0,0.23,0.0
2108,29.81,32.88,1047.0,0.09,0.0
2109,13.41,11.78,968.0,0.72,0.0
2110,31.47,29.22,1076.0,0.62,0.0
2111,1.34,1.34,1019.0,0.1,0.0
2112,4.89,6.28,1002.0,0.25,0.0
2113,1.11,0.8,935.0,0.45,0.0
2114,23.78,29.16,1058.0,0.03,0.0
2115,27.9,24.8,937.0,0.41,0.0
2116,31.05,33.76,999.0,0.68,0.0
2117,39.74,46.58,960.0,0.14,0.0
2118,26.12,30.46,1083.0,0.05,0.0
2119,38.99,40.91,954.0,0.92,0.0
2120,30.05,21.16,967.0,0.75,3287.0
2121,16.08,12.16,983.0,0.78,0.0
2122,23.11,27.68,1112.0,0.32,0.0
2123,1.66,1.48,1067.0,0.51,0.0
2124,11.71,12.75,964.0,0.47,0.0
2125,38.81,46.7,921.0,0.9,0.0
2126,5.39,5.76,1055.0,0.67,0.0
2127,32.31,28.96,1056.0,0.45,0.0
2128,26.62,27.98,992.0,0.48,0.0
2129,28.05,30.3,981.0,0.84,0.0
2130,4.08,3.23,922.0,0.54,0.0
2131,25.16,17.77,1056.0,0.77,3578.0
2132,11.78,11.28,1094.0,0.61,0.0
2133,8.03,10.23,1060.0,0.46,0.0
2134,0.62,0.52,964.0,0.83,0.0
2135,10.19,8.98,1103.0,0.35,0.0
2136,34.18,35.95,1090.0,0.89,0.0
2137,25.91,22.98,1068.0,0.58,0.0
2138,10.89,13.17,1088.0,0.77,0.0
2139,41.66,50.5,1045.0,0.75,0.0
2140,40.09,38.45,1073.0,0.29,0.0
2141,7.8,6.69,945.0,0.24,0.0
2142,3.69,4.76,1073.0,0.27,0.0
2143,16.93,21.53,1022.0,0.51,0.0
2144,29.0,36.17,1002.0,0.79,0.0
2145,6.1,6.08,913.0,0.01,0.0
2146,31.89,24.48,947.0,0.04,0.0
2147,6.78,5.82,1019.0,0.89,1969.0
2148,12.27,15.48,988.0,0.44,0.0
2149,35.36,40.88,1032.0,0.84,0.0
2150,38.37,47.21,980.0,0.31,0.0
2151,24.96,31.11,996.0,0.74,0.0
2152,41.49,29.53,969.0,0.65,3744.0
2153,5.01,5.28,1059.0,0.67,0.0
2154,9.96,11.7,912.0,0.78,0.0
2155,29.95,35.67,1045.0,0.83,0.0
2156,16.13,13.16,1079.0,0.25,0.0
2157,20.17,23.24,1058.0,0.81,0.0
2158,0.2,0.18,1008.0,0.73,0.0
2159,15.54,14.86,1035.0,0.89,0.0
2160,15.87,18.48,989.0,0.61,0.0
2161,41.8,43.06,928.0,0.08,0.0
2162,40.01,48.37,1069.0,0.91,0.0
2163,3.13,2.48,918.0,0.95,1233.0
2164,29.11,34.47,1085.0,0.03,0.0
2165,8.1,8.17,1093.0,0.7,0.0
2166,0.33,0.26,957.0,0.93,0.0
2167,1.12,1.27,937.0,0.96,1663.0
2168,15.53,18.01,984.0,0.09,0.0
2169,12.35,11.12,987.0,1.0,1281.0
2170,29.94,22.22,1064.0,0.33,0.0
2171,36.53,42.68,1064.0,0.42,0.0
2172,43.27,49.41,970.0,0.78,0.0
2173,23.67,22.9,1082.0,0.34,0.0
2174,25.07,18.5,938.0,0.77,0.0
2175,0.2,0.22,989.0,0.51,0.0
2176,20.8,20.73,1100.0,0.71,0.0
2177,16.88,13.91,1024.0,0.06,0.0
2178,34.5,34.42,992.0,0.58,0.0
2179,24.59,26.31,1032.0,0.87,0.0
2180,43.95,38.09,1114.0,0.16,0.0
2181,33.78,40.3,962.0,0.15,0.0
2182,6.14,6.42,984.0,0.33,0.0
2183,39.95,38.75,1008.0,0.64,0.0
2184,17.99,19.04,920.0,0.04,0.0
2185,33.09,23.34,1013.0,0.99,857.0
2186,29.11,24.95,921.0,0.85,2582.0
2187,28.69,32.14,1087.0,0.71,0.0
2188,6.16,7.58,933.0,0.32,0.0
2189,43.26,32.62,923.0,0.94,1692.0
2190,25.49,29.77,1011.0,0.73,0.0
2191,14.27,17.52,983.0,0.04,0.0
2192,16.04,17.12,1112.0,0.2,0.0
2193,3.94,3.05,1083.0,0.07,0.0
2194,23.72,24.83,950.0,0.97,2069.0
2195,44.99,46.41,1002.0,0.31,0.0
2196,43.14,33.04,929.0,0.7,2425.0
2197,28.72,24.32,922.0,0.49,0.0
2198,9.35,11.01,1067.0,0.95,0.0
2199,10.84,9.4,976.0,0.98,912.0
2200,13.48,12.65,986.0,0.6,0.0
2201,0.57,0.44,996.0,0.38,0.0
2202,30.06,38.09,936.0,0.5,0.0
2203,40.69,32.01,1092.0,0.48,0.0
2204,36.37,35.53,988.0,0.42,0.0
2205,3.6,4.35,1070.0,0.45,0.0
2206,25.01,26.89,973.0,0.91,0.0
2207,9.54,7.36,919.0,0.22,0.0
2208,34.48,40.98,1096.0,0.57,0.0
2209,10.41,10.99,989.0,1.0,3729.0
2210,41.48,37.97,940.0,0.62,0.0
2211,21.57,20.01,922.0,0.62,0.0
2212,39.02,44.43,1102.0,0.97,0.0
2213,11.15,8.38,1022.0,0.09,0.0
2214,7.55,9.32,962.0,0.68,0.0
2215,31.54,30.09,1027.0,0.26,0.0
2216,43.82,55.54,952.0,0.13,0.0
2217,32.58,35.68,1112.0,0.33,0.0
2218,22.14,22.36,973.0,0.24,0.0
2219,5.79,5.15,1090.0,0.5,0.0
2220,6.31,5.36,1044.0,0.19,0.0
2221,42.23,38.04,1013.0,0.34,0.0
2222,38.36,35.95,1034.0,0.59,0.0
2223,12.44,10.91,1064.0,0.66,0.0
2224,30.03,27.85,981.0,0.84,1507.0
2225,44.58,34.09,1072.0,0.5,0.0
2226,42.43,34.95,1024.0,0.86,2701.0
2227,30.3,24.81,1030.0,0.21,0.0
2228,22.01,21.29,1003.0,0.04,0.0
2229,16.65,18.19,1019.0,0.57,0.0
2230,41.11,46.52,962.0,0.34,0.0
2231,43.3,32.82,944.0,0.81,2929.0
2232,8.6,8.45,920.0,0.3,0.0
2233,27.7,27.29,1057.0,0.29,0.0
2234,38.2,49.65,1005.0,0.22,0.0
2235,43.43,32.66,946.0,0.85,383.0
2236,32.5,22.81,1012.0,0.61,0.0
2237,32.42,26.42,968.0,0.8,1159.0
2238,13.07,14.24,1030.0,0.04,0.0
2239,19.66,19.01,1038.0,0.84,0.0
2240,44.72,32.88,1076.0,0.87,3450.0
2241,37.79,45.98,992.0,0.18,0.0
2242,15.91,13.02,1072.0,0.14,0.0
2243,32.5,29.38,1049.0,0.97,3595.0
2244,19.24,21.26,1049.0,0.08,0.0
2245,2.39,1.82,936.0,0.46,0.0
2246,7.73,9.24,964.0,0.49,0.0
2247,3.98,4.48,1006.0,0.69,0.0
2248,29.31,31.72,1078.0,0.81,0.0
2249,28.48,32.25,970.0,0.17,0.0
2250,40.71,49.71,1067.0,0.52,0.0
2251,18.25,21.11,1018.0,0.74,0.0
2252,14.93,17.15,1016.0,0.27,0.0
2253,43.08,41.27,938.0,0.72,0.0
2254,5.19,6.46,981.0,0.41,0.0
2255,28.56,33.36,1019.0,0.96,0.0
2256,4.88,5.78,1104.0,0.42,0.0
2257,21.74,19.05,925.0,0.65,0.0
2258,12.42,9.91,1006.0,0.32,0.0
2259,24.08,24.42,954.0,0.56,0.0
2260,3.61,4.58,924.0,0.61,0.0
2261,36.15,40.96,930.0,0.86,0.0
2262,37.24,46.43,1044.0,0.69,0.0
2263,39.16,37.6,1014.0,0.66,0.0
2264,0.92,0.68,1051.0,0.72,0.0
2265,44.25,56.82,913.0,0.69,0.0
2266,14.95,15.98,1033.0,0.45,0.0
2267,29.16,21.89,1037.0,0.43,0.0
2268,14.12,10.19,1068.0,0.35,0.0
2269,16.63,17.89,995.0,0.47,0.0
2270,14.12,13.23,949.0,0.79,0.0
2271,40.13,35.03,1043.0,0.27,0.0
2272,37.64,28.26,977.0,0.22,0.0
2273,13.76,12.26,1066.0,0.1,0.0
2274,38.25,46.73,942.0,0.46,0.0
2275,0.09,0.07,1045.0,0.72,0.0
2276,3.17,4.09,926.0,0.19,0.0
2277,14.96,17.55,1001.0,0.81,0.0
2278,31.96,22.73,925.0,0.87,2814.0
2279,33.97,36.66,1100.0,0.72,0.0
2280,27.59,22.34,938.0,0.16,0.0
2281,27.31,28.3,978.0,0.75,0.0
2282,5.71,4.68,1028.0,0.67,0.0
2283,27.86,33.76,1102.0,0.77,0.0
2284,8.46,6.55,1013.0,0.46,0.0
2285,32.03,22.75,1081.0,0.57,0.0
2286,31.42,24.51,983.0,0.43,0.0
2287,34.27,38.05,958.0,0.41,0.0
2288,23.92,18.98,1071.0,0.75,0.0
2289,9.68,10.55,917.0,0.32,0.0
2290,34.23,42.18,968.0,0.78,0.0
2291,45.22,53.62,1012.0,0.11,0.0
2292,18.93,14.72,975.0,0.64,0.0
2293,20.28,23.79,942.0,0.91,0.0
2294,18.45,13.97,962.0,0.33,0.0
2295,36.8,40.34,999.0,0.46,0.0
2296,17.47,20.71,1114.0,0.61,0.0
2297,32.36,25.45,1036.0,0.16,0.0
2298,13.45,11.42,921.0,0.23,0.0
2299,18.88,23.09,1016.0,0.56,0.0
2300,17.96,14.54,1007.0,0.22,0.0
2301,18.99,16.4,928.0,0.37,0.0
2302,40.11,31.39,1107.0,0.14,0.0
2303,30.05,32.89,1015.0,0.71,0.0
2304,39.79,38.6,958.0,0.1,0.0
2305,29.15,37.56,1014.0,0.68,0.0
2306,20.88,21.36,1081.0,0.42,0.0
2307,6.72,7.19,1080.0,0.15,0.0
2308,17.52,22.45,959.0,0.77,0.0
2309,38.1,29.43,959.0,0.31,0.0
2310,34.73,35.02,1077.0,0.66,0.0
2311,27.82,21.01,914.0,0.07,0.0
2312,0.35,0.26,1112.0,0.23,0.0
2313,14.58,17.68,1045.0,0.98,2809.0
2314,8.35,8.41,1043.0,0.6,0.0
2315,31.47,29.78,1052.0,0.88,0.0
2316,20.02,25.85,1046.0,0.01,0.0
2317,19.86,17.35,953.0,0.07,0.0
2318,29.26,31.34,1030.0,0.98,2868.0
2319,14.78,11.9,1073.0,0.29,0.0
2320,24.12,25.58,937.0,0.63,0.0
2321,45.03,56.04,932.0,0.28,0.0
2322,3.53,3.61,964.0,0.43,0.0
2323,14.74,17.28,1056.0,0.8,0.0
2324,36.36,43.35,1059.0,0.36,0.0
2325,4.45,4.32,1113.0,0.66,0.0
2326,37.88,41.92,1055.0,0.89,0.0
2327,34.3,26.8,1036.0,0.94,3155.0
2328,27.19,22.1,1020.0,0.59,0.0
2329,16.34,12.8,923.0,0.26,0.0
2330,20.54,21.29,1088.0,0.77,0.0
2331,21.57,16.51,1087.0,0.45,0.0
2332,3.52,2.48,1057.0,0.44,0.0
2333,10.85,8.03,1056.0,0.37,0.0
2334,38.4,30.31,1093.0,0.83,1625.0
2335,25.8,30.07,1049.0,0.27,0.0
2336,24.91,29.16,1003.0,0.45,0.0
2337,16.06,12.64,1003.0,0.41,0.0
2338,39.87,42.42,930.0,0.28,0.0
2339,24.84,18.94,921.0,0.58,0.0
2340,6.86,5.34,987.0,0.75,0.0
2341,9.69,9.11,1034.0,0.01,0.0
2342,3.7,3.11,1089.0,0.9,3298.0
2343,20.68,16.31,1008.0,0.39,0.0
2344,32.31,33.54,920.0,0.7,0.0
2345,25.12,21.79,988.0,0.47,0.0
2346,31.12,28.91,922.0,0.89,811.0
2347,6.66,5.71,952.0,0.33,0.0
2348,39.75,50.53,989.0,0.95,0.0
2349,40.62,40.45,1103.0,0.61,0.0
2350,14.59,12.61,1107.0,0.86,3629.0
2351,36.1,40.64,1079.0,0.91,0.0
2352,22.01,24.12,987.0,0.22,0.0
2353,22.88,19.95,1077.0,0.89,3858.0
2354,19.55,24.91,918.0,0.05,0.0
2355,17.87,19.5,1084.0,0.64,0.0
2356,38.09,40.91,1047.0,0.87,0.0
2357,36.01,33.87,1089.0,0.19,0.0
2358,13.02,11.21,1009.0,0.87,0.0
2359,1.91,1.58,914.0,0.12,0.0
2360,4.43,3.34,1031.0,0.58,0.0
2361,23.57,17.17,1003.0,0.39,0.0
2362,40.61,49.57,1012.0,0.26,0.0
2363,18.56,16.88,977.0,0.33,0.0
2364,32.37,29.93,1080.0,0.24,0.0
2365,17.64,16.6,1085.0,0.73,0.0
2366,45.45,48.58,1039.0,0.62,0.0
2367,24.9,23.91,1055.0,0.26,0.0
2368,34.38,35.93,1029.0,0.81,0.0
2369,25.49,27.38,928.0,0.86,0.0
2370,6.93,8.95,985.0,0.44,0.0
2371,15.45,19.58,927.0,0.65,0.0
2372,24.12,26.5,990.0,0.64,0.0
2373,3.91,2.95,914.0,0.71,0.0
2374,27.55,26.4,1056.0,0.47,0.0
2375,1.46,1.25,978.0,0.35,0.0
2376,33.91,33.72,1064.0,0.51,0.0
2377,19.52,24.38,1049.0,0.53,0.0
2378,42.53,49.53,1111.0,0.67,0.0
2379,43.46,36.4,1020.0,0.55,0.0
2380,12.94,13.35,986.0,0.49,0.0
2381,17.87,12.91,972.0,0.62,0.0
2382,4.18,4.42,943.0,0.06,0.0
2383,34.94,34.31,1041.0,0.51,0.0
2384,0.97,1.01,1091.0,0.72,0.0
2385,36.38,28.92,978.0,0.65,0.0
2386,36.94,42.09,952.0,0.96,0.0
2387,12.9,12.8,1070.0,0.63,0.0
2388,36.6,28.05,945.0,0.34,0.0
2389,19.57,21.82,1084.0,0.01,0.0
2390,27.25,27.36,1065.0,0.53,0.0
2391,20.32,23.55,952.0,0.11,0.0
2392,3.59,2.76,1061.0,0.79,0.0
2393,43.39,51.05,1064.0,0.0,0.0
2394,9.59,9.9,1023.0,0.65,0.0
2395,6.99,6.76,989.0,0.39,0.0
2396,28.7,25.11,1072.0,0.34,0.0
2397,23.38,21.27,916.0,0.89,3312.0
2398,29.57,25.45,1079.0,0.01,0.0
2399,11.93,8.73,1026.0,0.75,0.0
2400,33.6,41.28,1004.0,0.31,0.0
2401,5.71,7.03,989.0,0.73,0.0
2402,3.27,4.13,1017.0,0.91,0.0
